Site,Dist,Site name,Start,End,Lat,Lon,STA
85083,85,TINAMBA WEST,1905,1950,-37.9,146.8,VIC
85084,85,TOORA,1905,..,-38.6643,146.3258,VIC
85085,85,TRAFALGAR TOSELAND ROAD,1902,..,-38.2182,146.1655,VIC
85086,85,TRARALGON,1902,1964,-38.2,146.5,VIC
85087,85,TURTONS CREEK (EURELLA),1946,1947,-38.5,146.2,VIC
85088,85,VALENCIA CREEK,1938,1986,-37.8167,147,VIC
85089,85,VESPER,1928,1959,-37.9,146.1,VIC
85090,85,VALENCIA CREEK (BULGAR PARK),1887,1974,-37.8167,146.9833,VIC
85091,85,WALHALLA,1884,..,-37.9413,146.4523,VIC
85092,85,WARRAGUL (CARBETHON),1878,1962,-38.2,145.9,VIC
85093,85,WARRAGUL,1888,2015,-38.1731,145.9487,VIC
85094,85,WELSHPOOL,1889,2013,-38.6624,146.4297,VIC
85095,85,WILLOW GROVE (MELROSE),1938,1982,-38.0667,146.1833,VIC
85096,85,WILSONS PROMONTORY LIGHTHOUSE,1872,..,-39.1297,146.4246,VIC
85097,85,WOODSIDE,1889,1950,-38.5,146.9,VIC
85098,85,YALLOURN,1932,1949,-38.2,146.4,VIC
85099,85,POUND CREEK,2007,..,-38.6297,145.8107,VIC
85100,85,YINNAR,1902,1977,-38.3167,146.3333,VIC
85101,85,TARRA VALLEY,1952,1990,-38.4667,146.55,VIC
85102,85,SEACOMBE (WELLINGTON PARK),1953,1963,-38.1167,147.4167,VIC
85103,85,YALLOURN SEC,1949,1994,-38.1858,146.3317,VIC
85104,85,COBBANNAH,1952,1955,-37.6167,147.1833,VIC
85105,85,HAZELWOOD NORTH,1939,1994,-38.2883,146.49,VIC
85106,85,OLSENS BRIDGE (MORWELL RIVER PRISON),1951,2003,-38.4861,146.3233,VIC
85107,85,ALBERTON WEST (KALLARA),1905,1915,-38.6,146.5833,VIC
85108,85,CALLIGNEE,1908,1918,-38.3667,146.65,VIC
85109,85,BINGINWARRI,1906,1937,-38.6,146.4,VIC
85110,85,BOOLARRA 2,1907,1922,-38.35,146.2833,VIC
85111,85,BRIAGOLONG,1884,1931,-37.8,147.1,VIC
85112,85,DARBY,1922,1937,-39,146.3,VIC
85113,85,DARNUM,1899,1935,-38.2,146,VIC
85114,85,FERNDALE,1900,1943,-38.25,146,VIC
85115,85,FOSTER (ST LEONARDS),1905,1920,-38.65,146.2167,VIC
85116,85,GLENALADALE NORTH,1924,1945,-37.8,147.35,VIC
85117,85,YANAKIE (GOLDEN CREEK STATION),1924,1933,-38.8,146.2,VIC
85118,85,GOONA (NURE),1887,1918,-37.95,147.6,VIC
85119,85,GUNYAH GUNYAH,1906,1923,-38.5,146.35,VIC
85120,85,HEDLEY (VIVALEIGH),1899,1917,-38.6,146.5,VIC
85121,85,JERICHO (JORDAN),1911,1921,-37.6167,146.2833,VIC
85122,85,KARDELLA (FLEETWOOD),1887,1922,-38.4,145.9,VIC
85123,85,LEONGATHA (VERONICA),1906,1946,-38.5,146,VIC
85124,85,LONGFORD,1906,1920,-38.15,147.1,VIC
85125,85,MEERLIEU (ROSENEATH),1906,1922,-38,147.4,VIC
85126,85,NAMBROK,1908,1931,-38.1,146.9,VIC
85127,85,NEERIM (DREWSDENE),1887,1920,-37.95,145.9667,VIC
85128,85,NEERIM NORTH,1909,1925,-37.9167,145.9667,VIC
85129,85,NEERIM (LOCH VALLEY),1907,1917,-37.8,146,VIC
85130,85,NEWRY,1885,1931,-37.9,146.9,VIC
85131,85,NOOJEE NORTH,1888,1918,-37.9,146,VIC
85132,85,ROSEDALE (MOUNT PLEASANT),1897,1919,-38.15,146.7833,VIC
85133,85,SALE,1870,1945,-38.1,147.05,VIC
85134,85,SALE MERCURY OFFICE,1887,1931,-38.1,147.0667,VIC
85135,85,SEACOMBE,1893,1930,-38.1,147.4,VIC
85136,85,SEATON,1908,1921,-37.95,146.7,VIC
85137,85,TARWIN LOWER (RIVERSIDE),1885,..,-38.7204,145.9011,VIC
85138,85,TOONGABBIE,1888,1933,-38.1,146.6,VIC
85139,85,TRARALGON (CORA LYNN),1892,1918,-38.2,146.55,VIC
85140,85,MOONDARRA (GLEN ALLEN),1899,1926,-37.95,146.2833,VIC
85141,85,WALKERVILLE (WARATAH BAY),1904,1927,-38.85,146,VIC
85142,85,WARRAGUL (NARINGA),1908,1919,-38.15,145.9333,VIC
85143,85,WON WRON,1918,1942,-38.5,146.7,VIC
85144,85,WULLA (NULLOCK),1898,1922,-38.1167,147.0333,VIC
85145,85,YINNAR (JEERALONG),1901,1918,-38.3,146.35,VIC
85146,85,KORUMBURRA HILL SIDE,1899,1917,-38.4167,145.8333,VIC
85147,85,ST CLAIR,1956,1958,-37.65,146.15,VIC
85148,85,WOODSIDE (LAKE VIEW),1951,2001,-38.5239,146.8806,VIC
85149,85,EAGLE POINT (BONNIE BANKS),1958,2002,-37.9517,147.6617,VIC
85150,85,HAZELWOOD SEC,1963,1993,-38.2933,146.3883,VIC
85151,85,YARRAM AIRPORT,2007,..,-38.5647,146.7479,VIC
85152,85,WON WRON PRISON,1967,2005,-38.4856,146.6717,VIC
85153,85,NOOJEE,1964,1975,-37.9,146,VIC
85154,85,THE SPRINGS,1964,1964,-37.7667,146.55,VIC
85155,85,CAINS CORNER,1966,1971,-37.7833,146.5,VIC
85156,85,COWWARR,1966,1974,-38,146.6333,VIC
85157,85,CLIFFY ISLAND,1963,1971,-38.95,146.7,VIC
85158,85,STONY CREEK (LORENONG),1967,1970,-38.6,146.0833,VIC
85159,85,WALKERVILLE,1967,1967,-38.8667,146,VIC
85160,85,DARRIMAN (TARRALANGI),1952,..,-38.4191,146.9656,VIC
85161,85,BEARDMORES,1967,1968,-37.8333,146.4167,VIC
85162,85,BOOLARRA  (AMY COURT),1967,2006,-38.3822,146.2742,VIC
85163,85,YANAKIE (SHALLOW INLET),1967,..,-38.7915,146.1799,VIC
85164,85,YARRAGON (LYN PARK),1968,2001,-38.215,146.0869,VIC
85165,85,FERNBANK (TOWRI),1968,2011,-37.9163,147.3196,VIC
85166,85,STRATFORD,1968,..,-37.9582,147.0843,VIC
85167,85,MEERLIEU (SPRINGVALE WEST),1968,..,-38.0051,147.3958,VIC
85168,85,BRIAGOLONG,1968,..,-37.8345,147.0819,VIC
85169,85,TRARALGON POST OFFICE,1964,1967,-38.2,146.55,VIC
85170,85,TRARALGON L.V.W.& S.B.,1967,1999,-38.2211,146.5233,VIC
85171,85,CULLODEN (ESTOPPEY),1968,1979,-37.8,147.0833,VIC
85172,85,LATROBE RIVER (ROSEDALE),1889,..,-38.145,146.7917,VIC
85173,85,WALHALLA,1884,1974,-37.9333,146.45,VIC
85174,85,LATROBE RIVER (GLENGARRY),1934,1968,-38.1333,146.5667,VIC
85175,85,CAPE LIPTRAP (MONEGEETA PARK),1969,1971,-38.8833,145.95,VIC
85176,85,TANJIL BREN POST OFFICE,1957,1991,-37.8283,146.18,VIC
85177,85,GLENALADALE NORTH (KOOROOTANG),1966,1975,-37.75,147.2667,VIC
85178,85,KOONWARRA (LEONGATHA SOUTH),1969,..,-38.5274,145.9238,VIC
85179,85,BULN BULN,1922,..,-38.1036,145.9573,VIC
85180,85,HALLSTON,1969,2008,-38.3591,146.0646,VIC
85181,85,FOSTER NORTH (RADCLIFFE),1969,1975,-38.6167,146.15,VIC
85182,85,STREZLECKI (LEIGHWOOD),1969,1974,-38.3667,145.9,VIC
85183,85,BUFFALO,1969,2018,-38.6568,146.0063,VIC
85184,85,TARWIN LOWER (BARANA PLAINS),1969,1988,-38.7833,145.9,VIC
85185,85,DUMBALK (SLY),1969,1978,-38.5333,146.1,VIC
85186,85,BAIRNSDALE (AERODROME ROAD) (GIPPSLAN,D (    2008,..,-37.8874,147.5756,VIC
85187,85,LATROBE RIVER @ YALLOURN POWER STATIO,N      1919,..,-38.1717,146.34,VIC
85188,85,PAYNESVILLE,1969,2013,-37.9112,147.713,VIC
85189,85,WOODSIDE NORTH (SUNNYSIDE),1969,1973,-38.4167,146.8167,VIC
85190,85,ICY CREEK,1941,1945,-37.9,146.1,VIC
85191,85,PERRY BRIDGE,1938,1941,-38.0167,147.2833,VIC
85192,85,YARRAGON,1940,1944,-38.2,146.0667,VIC
85193,85,YARRAM,1970,..,-38.5601,146.6703,VIC
85194,85,LARDNER,1970,2002,-38.1811,145.8892,VIC
85195,85,WILLOW GROVE,1969,..,-38.0654,146.1689,VIC
85196,85,STRZELECKI (ALLANDEE),1970,1985,-38.3167,145.9,VIC
85197,85,MYRTLEBANK FLOODING CREEK,1970,..,-38.0767,147.0233,VIC
85198,85,FISH CREEK (ARDEEN),1887,1911,-38.7333,146.1,VIC
85199,85,MOONDARRA RESERVOIR,1957,1997,-38.0992,146.3792,VIC
85200,85,KORUMBURRA STH GIPPSLAND WATER,1973,..,-38.4323,145.7919,VIC
85201,85,MEENIYAN,1970,1975,-38.5833,146.0167,VIC
85202,85,NEERIM SOUTH (TARAGO RESERVOIR),1971,..,-38.022,145.9397,VIC
85203,85,LICOLA RWC,1906,..,-37.6303,146.6211,VIC
85204,85,AVON RIVER @ STRATFORD,1889,..,-37.9667,147.075,VIC
85205,85,EASTON PORTAL,1971,1976,-37.7167,146.2667,VIC
85206,85,LONGWARRY (BOXSHALL),1969,1981,-38.1167,145.7833,VIC
85207,85,THOMSON PORTAL,1971,1976,-37.7,146.2167,VIC
85208,85,LONGWARRY (GOONEPAROO),1969,..,-38.0744,145.7655,VIC
85209,85,LONGWARRY,1907,1969,-38.1167,145.7667,VIC
85210,85,LIVINGSTON,1928,1929,-38.5,146.3333,VIC
85211,85,GLENMAGGIE (CHEYNES),1906,1919,-37.7667,146.7,VIC
85212,85,LARDNERS JUNCTION,1905,1918,-38.2,145.9,VIC
85213,85,LOY YANG (METROSSA),1899,1905,-38.1833,146.6167,VIC
85214,85,BUNDALAGUAH,1909,1912,-38.0333,147.0167,VIC
85215,85,MIRBOO NORTH (BROOMRIGGE),1893,1902,-38.4333,146.15,VIC
85216,85,NEERIM JUNCTION,1908,1939,-37.9333,145.9667,VIC
85217,85,CARRAJUNG (BROOKSIDE),1887,1908,-38.3667,146.7667,VIC
85218,85,ALTENHOF (EAST TARWIN NO 1),1971,1978,-38.5833,146.2,VIC
85219,85,EAST TARWIN NO.2,1971,1974,-38.5667,146.2167,VIC
85220,85,EAST TARWIN NO.3,1971,1979,-38.5667,146.2167,VIC
85221,85,EAST TARWIN NO.4,1972,1972,-38.55,146.2167,VIC
85222,85,EAST TARWIN NO.5 (INNES),1971,1973,-38.5667,146.1833,VIC
85223,85,EAST TARWIN NO.6,1971,1973,-38.55,146.2,VIC
85224,85,EAST TARWIN (MCLEOD),1971,1976,-38.5833,146.1833,VIC
85225,85,EAST TARWIN NO.8,1971,1972,-38.55,146.1833,VIC
85226,85,EAST TARWIN (KULBE),1971,1980,-38.5333,146.2167,VIC
85227,85,EAST TARWIN (MIRBOO PASTORAL COMPANY),1971,..,-38.5215,146.2041,VIC
85228,85,EAST TARWIN (HOLCOMBE),1971,1973,-38.5167,146.2333,VIC
85229,85,EAST TARWIN NO.12,1971,1973,-38.5167,146.2333,VIC
85230,85,EAST TARWIN NO.13,1971,1973,-38.5333,146.25,VIC
85231,85,EAST TARWIN NO.14,1972,1972,-38.55,146.25,VIC
85232,85,EAST TARWIN NO.15,1972,1972,-38.5333,146.2833,VIC
85233,85,EAST TARWIN NO.16,1972,1981,-38.5833,146.2333,VIC
85234,85,EAST TARWIN NO.17,1972,1973,-38.55,146.2667,VIC
85235,85,EAST TARWIN NO.18,1972,1976,-38.5269,146.2581,VIC
85236,85,CALLIGNEE NORTH,1956,..,-38.3181,146.5645,VIC
85237,85,NOOJEE ENGLISH HMSD,1965,1978,-37.8833,146,VIC
85238,85,ERICA (PARKERS CORNER),1971,..,-37.9532,146.3896,VIC
85239,85,JACOBS CREEK STATION,1961,1973,-38,146.4,VIC
85240,85,ELLINBANK DAIRY RESEARCH INST,1960,2000,-38.2456,145.9347,VIC
85241,85,DUMBALK NORTH,1939,1942,-38.5,146.1833,VIC
85242,85,MORWELL (BUCKLEYS HILL),1966,2001,-38.2375,146.4144,VIC
85243,85,MATLOCK POST OFFICE,1904,1910,-37.6,146.2333,VIC
85244,85,YANAKIE POST OFFICE,1894,1918,-38.8167,146.2,VIC
85245,85,ALBERTON THE MEADOWS,1879,1909,-38.6167,146.7167,VIC
85246,85,BUDGEREE EDEN PARK,1889,1911,-38.6167,146.2833,VIC
85247,85,WARRAGUL HIGH SCHOOL,1912,1921,-38.1667,145.9167,VIC
85248,85,COBBANNAH NO.1 RECORDER,1974,1981,-37.65,147.1833,VIC
85249,85,COBBANNAH NO.2 RECORDER,1974,1981,-37.6,147.2333,VIC
85250,85,COBBANNAH NO.3 RECORDER,1974,1981,-37.65,147.2667,VIC
85251,85,COBBANNAH NO.4 RECORDER,1974,1981,-37.6167,147.3333,VIC
85252,85,ERICA (PHILIPS BRIDGE),1974,..,-37.9973,146.3474,VIC
85253,85,MORGANS MILL,1974,1976,-37.95,146.3167,VIC
85254,85,VALENCIA CREEK (LITTLE PLAIN),1974,..,-37.8115,146.9567,VIC
85255,85,CROOKED RVR (CROOKED RIVER (HAPPY VAL,LEY    1960,..,-37.3573,146.9851,VIC
85256,85,BARKLY RIVER (GLENLEA),1963,2004,-37.5125,146.5478,VIC
85257,85,CAPE LIPTRAP (WALKERVILLE (360 DEGREE,S))    2007,..,-38.8389,145.9715,VIC
85258,85,BARRACOUTA SHIP LOG 205,1972,..,-38.3,147.6833,VIC
85259,85,HALIBUT SHIP LOG 207,1972,..,-38.4061,148.3211,VIC
85260,85,MARLIN SHIP LOG 208,1972,..,-38.2322,148.2211,VIC
85261,85,KINGFISH A SHIP LOG 206,1972,2001,-38.5983,148.1447,VIC
85263,85,MURRAYS BALOOK,1968,1968,-38.4267,146.5367,VIC
85264,85,NOVACS,1968,1986,-38.4,146.6333,VIC
85265,85,MACKS CREEK,1970,2001,-38.4667,146.6667,VIC
85266,85,HILL END (TANJIL RIVER @ TANJIL JUNCT,ION    1977,..,-37.9817,146.1917,VIC
85267,85,KERR (LATROBE NO.1),1973,1976,-37.8833,145.8833,VIC
85268,85,HILL END (FUMINA ROAD),1977,1987,-37.9833,146.1333,VIC
85269,85,NOOJEE PEARCE,1978,1981,-37.8833,146.0167,VIC
85270,85,MITCHELL RIVER @ GLENALADALE,1937,..,-37.7647,147.3744,VIC
85271,85,NAMBROK MURRAY,1979,1981,-38.05,146.8833,VIC
85272,85,THOMSON RIVER @ SALE WHARF,1970,..,-38.1144,147.0606,VIC
85273,85,ROTAMAH ISLAND,1980,2002,-37.9833,147.7333,VIC
85274,85,MEENIYAN (KASMAR),1981,2001,-38.5833,145.9497,VIC
85275,85,DARRIMAN (OMEGA),1981,1982,-38.4833,146.9333,VIC
85276,85,AVON RIVER @ THE CHANNEL,1972,..,-37.8039,146.8842,VIC
85277,85,NOOJEE (SLIVAR),1981,..,-37.9039,145.9719,VIC
85278,85,ABERFELDY (LILY CREEK  (LAROMMI)),1983,..,-37.7196,146.3888,VIC
85279,85,BAIRNSDALE AIRPORT,1942,..,-37.8818,147.5669,VIC
85280,85,MORWELL (LATROBE VALLEY AIRPORT),1984,..,-38.2094,146.4746,VIC
85281,85,TRARALGON CREEK AT KOORNALLA,1953,..,-38.3245,146.5301,VIC
85282,85,MIRBOO NORTH WATER BOARD,1899,..,-38.3712,146.1791,VIC
85283,85,WILLOW GROVE (BLUE ROCK RESERVOIR),1986,..,-38.0808,146.2139,VIC
85284,85,SANDY POINT,1986,1986,-38.8333,146.1167,VIC
85285,85,DROUIN SOUTH GIPPSLAND WATER,1989,1996,-38.1514,145.8372,VIC
85286,85,STRINGYBARK CREEK,1989,2003,-37.7667,146.6667,VIC
85287,85,GLENCAIRN RWC,1989,2003,-37.5167,146.55,VIC
85288,85,MOUNT TAMBORITHA,1989,..,-37.4667,146.6883,VIC
85289,85,MURDERERS HILL,1989,..,-37.8514,146.555,VIC
85290,85,CHURCHILL,1989,1994,-38.3089,146.4097,VIC
85291,85,MOUNT BAW BAW,1991,..,-37.8384,146.2747,VIC
85292,85,NOOJEE FORESTRY,1990,..,-37.8897,145.9958,VIC
85293,85,CAPE LIPTRAP  (ILLAWONG),1991,..,-38.8957,145.9355,VIC
85294,85,WARATAH NORTH,1992,1997,-38.7714,146.05,VIC
85295,85,STONY CREEK,1993,..,-38.5586,146.0648,VIC
85296,85,MOUNT MOORNAPA,1993,..,-37.7481,147.1428,VIC
85297,85,MAFFRA,1993,..,-37.9722,146.986,VIC
85298,85,EAST SALE COMPARISON,1996,2005,-38.1072,147.1317,VIC
85299,85,KOORNALLA TRARALGON CK RD,1994,..,-38.3232,146.5318,VIC
85300,85,FOSTER HODDLE,1995,..,-38.6796,146.1483,VIC
85301,85,CORNER INLET (YANAKIE),2013,..,-38.8051,146.1936,VIC
85302,85,TAMBORITHA-MOROKA (SNOWY RANGE),2011,..,-37.2864,146.7188,VIC
85303,85,REEVES KNOB,1997,..,-37.5325,147.0053,VIC
85304,85,MOUNT WELLINGTON,1997,..,-37.4967,146.8575,VIC
85305,85,VESPER,1998,..,-37.8758,146.0833,VIC
85306,85,LICOLA,2010,..,-37.6278,146.6222,VIC
85307,85,JEERALANG NORTH,2009,..,-38.3545,146.4379,VIC
85308,85,THORPDALE PEAK,2009,..,-38.3053,146.2139,VIC
85309,85,MOE SOUTH,2009,..,-38.2186,146.2487,VIC
85310,85,YARRAGON SOUTH,2009,..,-38.2741,146.0914,VIC
85311,85,SEAVIEW,2009,2015,-38.2837,145.9211,VIC
85312,85,LOCH SPORT (NINETY MILE BEACH HOLIDAY,RE    2009,..,-38.1197,147.517,VIC
85313,85,NILMA NORTH (WARRAGUL),2014,..,-38.1321,145.9865,VIC
85314,85,EAST SALE AIRPORT,2017,..,-38.1017,147.1399,VIC
86000,86,ATHLONE,1951,1968,-38.25,145.7667,VIC
86001,86,BALNARRING BEACH,1945,1954,-38.4,145.1333,VIC
86002,86,BALWYN NORTH,1922,1969,-37.8,145.05,VIC
86003,86,BALWYN BELMORE GRANGE,1926,1952,-37.8047,145.0961,VIC
86004,86,BEACONSFIELD UPPER,1899,1962,-38,145.35,VIC
86005,86,BEENAK,1878,1952,-37.9,145.6,VIC
86006,86,BENTLEIGH,1937,..,-37.9279,145.0749,VIC
86007,86,BLACK ROCK,1941,1954,-37.9667,145.0167,VIC
86008,86,BLACK SPUR THE HERMITAGE,1905,1950,-37.5667,145.65,VIC
86009,86,BLACK SPUR,1910,2018,-37.5909,145.6236,VIC
86010,86,BORONIA 1,1934,1976,-37.85,145.3,VIC
86011,86,BOX HILL SOUTH,1950,1968,-37.8333,145.15,VIC
86012,86,BOX HILL AGED MENS RETREAT,1920,1995,-37.8364,145.1364,VIC
86013,86,BURNLEY,1893,1969,-37.8,145,VIC
86014,86,BURWOOD BOUNDARY ROAD,1927,1965,-37.8667,145.15,VIC
86015,86,BURWOOD EAST,1911,1962,-37.85,145.2,VIC
86016,86,CANTERBURY,1913,1968,-37.8,145.05,VIC
86017,86,CAPE SCHANCK LIGHTHOUSE,1879,1997,-38.4931,144.8858,VIC
86018,86,CAULFIELD (RACECOURSE),1887,..,-37.8795,145.0368,VIC
86019,86,CAULFIELD SOUTH,1937,1976,-37.9,145.0333,VIC
86020,86,CHELTENHAM KINGSTON CENTRE,1914,..,-37.955,145.0783,VIC
86021,86,CHRISTMAS HILLS,1926,1951,-37.65,145.3,VIC
86022,86,CLEMATIS,1950,1962,-37.9333,145.4,VIC
86023,86,CLYDE STATE SCHOOL,1885,1958,-38.1,145.3,VIC
86024,86,COBURG,1928,1969,-37.75,144.9667,VIC
86025,86,COWES,1882,1978,-38.4833,145.2667,VIC
86026,86,CROYDON STATE SCHOOL,1907,1954,-37.8,145.3,VIC
86027,86,CROYDON (SAMUEL STREET),1911,2012,-37.7903,145.2812,VIC
86028,86,DANDENONG POST OFFICE,1893,1962,-38,145.2,VIC
86029,86,BEACONSFIELD 2,1926,1975,-38,145.4167,VIC
86031,86,DONCASTER,1928,1972,-37.7833,145.15,VIC
86032,86,DROMANA,1880,1964,-38.4,145,VIC
86033,86,BRIGHTON BOWLS CLUB,1924,2013,-37.9252,145.0254,VIC
86034,86,ELSTERNWICK,1922,1944,-37.8833,145,VIC
86035,,ELTHAM,1906,..,-37.7011,145.1547,VIC
86036,86,EPPING,1906,..,-37.6312,144.9846,VIC
86037,86,ESSENDON 1,1899,1960,-37.7333,144.9,VIC
86038,86,ESSENDON AIRPORT,1929,..,-37.7276,144.9066,VIC
86039,86,FLEMINGTON RACECOURSE,1904,..,-37.7915,144.9067,VIC
86040,86,FLINDERS STATE SCHOOL,1888,1949,-38.5,145,VIC
86041,86,HMAS CERBERUS,1931,1988,-38.3667,145.1833,VIC
86042,86,FRANKSTON 1,1898,1965,-38.15,145.1,VIC
86043,86,FRANKSTON 3,1944,1953,-38.15,145.1,VIC
86044,86,GARFIELD,1896,2001,-38.0686,145.6828,VIC
86045,86,GEMBROOK,1877,1967,-37.95,145.5667,VIC
86046,86,GLENROY,1937,1968,-37.7167,144.9333,VIC
86047,86,GLEN WAVERLEY (SYNDAL),1947,1971,-37.9,145.2,VIC
86048,86,HASTINGS POST OFFICE,1872,1969,-38.3167,145.2,VIC
86049,86,HAWTHORN,1902,1952,-37.8,145.05,VIC
86050,86,HEALESVILLE (BADGER CRK SANCTUARY),1927,1990,-37.6833,145.5333,VIC
86051,86,HEALESVILLE (MOUNT TOOLE BE WONG),1946,1951,-37.65,145.5,VIC
86052,86,HEALESVILLE (MOUNT ST LEONARD),1911,1965,-37.6,145.5,VIC
86053,86,HEIDELBERG (ROSANNA),1902,1968,-37.75,145,VIC
86054,86,HIGHETT CSIRO,1949,1953,-37.95,145.0333,VIC
86055,86,OFFICER (JESMOND DENE),1885,1976,-38.05,145.4,VIC
86056,86,KALLISTA FORESTRY,1930,1985,-37.9,145.3833,VIC
86057,86,KALKALLO,1948,1969,-37.5167,144.95,VIC
86058,86,KALORAMA,1925,1952,-37.8,145.3,VIC
86059,86,KANGAROO GROUND,1951,2013,-37.683,145.2518,VIC
86060,86,KEW,1869,1973,-37.8167,145.0333,VIC
86061,86,KINGLAKE,1896,1969,-37.5333,145.3333,VIC
86062,86,KOO WEE RUP,1897,1963,-38.2,145.5,VIC
86063,86,LANG LANG,1918,..,-38.2627,145.5639,VIC
86064,86,LANGWARRIN (BAXTER),1947,1948,-38.1667,145.1667,VIC
86065,86,LAUNCHING PLACE (DON VALLEY),1947,1949,-37.75,145.6,VIC
86066,86,LILYDALE,1885,2016,-37.7561,145.3592,VIC
86067,86,LOCH,1892,1981,-38.3667,145.7333,VIC
86068,86,VIEWBANK,1999,..,-37.7408,145.0972,VIC
86069,86,MALVERN (YANKO),1914,1959,-37.8333,145.0833,VIC
86070,86,MAROONDAH WEIR (MELBOURNE WATER),1892,..,-37.639,145.5497,VIC
86071,86,MELBOURNE REGIONAL OFFICE,1908,2015,-37.8075,144.97,VIC
86072,,MONBULK (SPRING ROAD),2011,..,-37.8808,145.4231,VIC
86073,86,MICKLEHAM,1902,2009,-37.5547,144.8788,VIC
86074,86,MITCHAM,1936,..,-37.8219,145.1906,VIC
86075,86,MONBULK,1928,1951,-37.9,145.4,VIC
86076,86,MONTROSE,1918,..,-37.8021,145.3679,VIC
86077,86,MOORABBIN AIRPORT,1950,..,-37.98,145.0962,VIC
86078,86,MORDIALLOC WOODLANDS GOLF CLUB,1901,1968,-38,145.1,VIC
86079,86,MORNINGTON,1868,..,-38.2358,145.0667,VIC
86080,86,MOUNT BURNETT,1936,1978,-37.9833,145.5167,VIC
86081,86,MOUNT DANDENONG,1942,1962,-37.8167,145.3333,VIC
86082,86,MOUNT ELIZA,1930,1973,-38.2,145.1,VIC
86083,86,MURRUMBEENA LEEDS GROVE,1885,1958,-37.9,145.1,VIC
86084,86,NAR NAR GOON NORTH,1916,1950,-38,145.5,VIC
86085,86,NARRE WARREN NORTH (NARRE WARREN  NOR,TH     1866,..,-37.9886,145.332,VIC
86086,86,NARRE WARREN (BRECHIN),1938,1982,-38.0333,145.3,VIC
86087,86,NEEDLES EYE (VENTNOR),1934,2001,-38.4831,145.21,VIC
86088,86,OAKLEIGH (METROPOLITAN GOLF CLUB),1912,..,-37.9142,145.0935,VIC
86089,86,OLINDA,1904,1949,-37.85,145.3,VIC
86090,86,WARBURTON (O'SHANNASSY RESERVOIR (QUA,RTE    1915,..,-37.7089,145.7855,VIC
86091,86,PASCOE VALE,1909,1980,-37.7333,144.9333,VIC
86092,86,POOWONG (POST OFFICE),1885,2005,-38.3425,145.7653,VIC
86093,86,PORTSEA,1936,1968,-38.2167,144.7,VIC
86094,86,POWELLTOWN DNRE,1942,..,-37.8615,145.7443,VIC
86095,86,PRAHRAN (COMO HOUSE),1893,..,-37.8376,145.0048,VIC
86096,86,PRESTON RESERVOIR,1910,..,-37.7214,145.0059,VIC
86097,86,PORTSEA QUARANTINE STATION,1904,1978,-38.3167,144.6667,VIC
86098,86,RED HILL SOUTH,1899,2006,-38.3686,145.0303,VIC
86099,86,RED HILL SOUTH,1946,1954,-38.3833,145,VIC
86100,86,BURNLEY RICHMOND PARK,1913,1966,-37.8,145,VIC
86101,86,RINGWOOD,1915,1995,-37.8,145.25,VIC
86102,86,SAN REMO,1888,1986,-38.5333,145.3833,VIC
86103,86,SASSAFRAS POST OFFICE,1907,1969,-37.8,145.35,VIC
86104,86,SCORESBY RESEARCH INSTITUTE,1948,..,-37.871,145.2561,VIC
86105,86,SHOREHAM,1907,..,-38.4282,145.0412,VIC
86106,86,SILVAN,1920,2008,-37.8325,145.437,VIC
86107,86,SILVAN STATE SCHOOL,1900,1967,-37.8,145.4,VIC
86108,86,SOMERTON,1909,1964,-37.65,144.9,VIC
86109,86,SORRENTO STATE SCHOOL,1908,1947,-38.3,144.7,VIC
86110,86,MORANG SOUTH,1940,1972,-37.6667,145.0833,VIC
86111,86,SPRINGVALE NECROPOLIS,1948,..,-37.9445,145.1764,VIC
86112,86,WARBURTON EAST (STARVATION CREEK),1950,1963,-37.7167,145.8167,VIC
86113,86,SOMERVILLE,1900,1951,-38.2333,145.1833,VIC
86114,86,THE PATCH,1939,1980,-37.9,145.4167,VIC
86115,86,TOORAK,1891,1956,-37.8,145,VIC
86116,86,TOORADIN,1947,1974,-38.1667,145.4,VIC
86117,86,TOOROURRONG RESERVOIR (TOOROURRONG),1892,..,-37.477,145.1513,VIC
86118,86,UPWEY,1937,1953,-37.9,145.3,VIC
86119,86,VENTNOR (OAKLANDS),1915,..,-38.4836,145.1766,VIC
86120,86,WALLAN (WALNARRING),1891,1969,-37.4167,145.0167,VIC
86121,86,WARBURTON,1878,2008,-37.7517,145.6757,VIC
86122,86,WATSONIA LOYOLA,1937,1975,-37.7,145.0833,VIC
86123,86,WESTERFIELD (FRANKSTON),1923,1957,-38.15,145.1,VIC
86124,86,TYABB (WILLANDRA),1948,1955,-38.2833,145.1333,VIC
86125,86,WHITTLESEA,1902,2003,-37.505,145.1247,VIC
86126,86,WONGA PARK,1941,1963,-37.7,145.3,VIC
86127,86,WONTHAGGI,1911,..,-38.6078,145.5965,VIC
86128,86,WOODSTOCK,1947,1953,-37.55,145.0333,VIC
86129,86,WOORI YALLOCK,1901,1986,-37.8,145.5167,VIC
86130,86,YANNATHAN,1901,1979,-38.2333,145.7,VIC
86131,86,YAN YEAN,1855,..,-37.5552,145.1259,VIC
86132,86,YARRA RIVER (YARRA GLEN),1890,1974,-37.6647,145.3761,VIC
86133,86,YARRAMBAT,1943,1956,-37.6,145.15,VIC
86134,86,VERVALE,1944,1962,-38.15,145.7,VIC
86135,86,GARFIELD NORTH,1950,1970,-38.0333,145.6667,VIC
